Date,TotalSamples
2021-06-07,848687.0
2021-06-08,851801.0
2021-06-09,854958.0
2021-06-10,858256.0
2021-06-11,861855.0
2021-06-12,865133.0
2021-06-13,868135.0
2021-06-14,869830.0
2021-06-15,872950.0
2021-06-16,875538.0
2021-06-17,878491.0
2021-06-18,882511.0
2021-06-19,885980.0
2021-06-20,888422.0
2021-06-21,891098.0
2021-06-22,895409.0
2021-06-23,898554.0
2021-06-24,902150.0
2021-06-25,905356.0
2021-06-26,908359.0
2021-06-27,911479.0
2021-06-28,913966.0
2021-06-29,918054.0
2021-06-30,922260.0
2021-07-01,926632.0
2021-07-02,930332.0
2021-07-03,933845.0
2021-07-04,938454.0
2021-07-05,942433.0
2021-07-06,947963.0
2020-04-08,4224.0
2020-04-10,7718.0
2020-04-11,9763.0
2020-04-12,11715.0
2020-04-13,14251.0
2020-04-14,14980.0
2020-04-15,19197.0
2020-04-16,20903.0
2020-04-17,23483.0
2020-04-18,26102.0
2020-04-19,29104.0
2020-04-20,33316.0
2020-04-21,36829.0
2020-04-22,39421.0
2020-04-23,42384.0
2020-04-24,46743.0
2020-04-25,48315.0
2020-04-26,51091.0
2020-04-27,53575.0
2020-04-28,56101.0
2020-04-29,59488.0
2020-04-30,64007.0
2020-05-01,68774.0
2020-05-02,74116.0
2020-05-03,80060.0
2020-05-04,84648.0
2020-05-05,89632.0
2020-05-06,95191.0
2020-05-07,100553.0
2020-05-08,105386.0
2020-05-09,109650.0
2020-05-10,113493.0
2020-05-11,116470.0
2020-05-12,119536.0
2020-05-13,122297.0
2020-05-14,124708.0
2020-05-15,127859.0
2020-05-16,138407.0
2020-05-17,143600.0
2020-05-18,148824.0
2020-05-19,154674.0
2020-05-20,160772.0
2020-05-21,166152.0
2020-05-22,172562.0
2020-05-23,178068.0
2020-05-24,182868.0
2020-05-25,186361.0
2020-05-26,189313.0
2020-05-27,193863.0
2020-05-28,198048.0
2020-05-29,201481.0
2020-05-30,205780.0
2020-05-31,211930.0
2020-06-01,216258.0
2020-06-02,221610.0
2020-06-03,227898.0
2020-06-04,233921.0
2020-06-05,239911.0
2020-06-06,245606.0
2020-06-07,251686.0
2020-06-08,256289.0
2020-06-09,261587.0
2020-06-10,266404.0
2020-06-11,272924.0
2020-06-12,278137.0
2020-06-13,283623.0
2020-06-14,288565.0
2020-06-15,292909.0
2020-06-16,296335.0
2020-06-17,303671.0
2020-06-18,308744.0
2020-06-19,314301.0
2020-06-20,319414.0
2020-06-21,324874.0
2020-06-22,329343.0
2020-06-23,334326.0
2020-06-24,340080.0
2020-06-25,345278.0
2020-06-26,351179.0
2020-06-27,357148.0
2020-06-28,363306.0
2020-06-29,367739.0
2020-06-30,373613.0
2020-07-01,380640.0
2020-07-02,388065.0
2020-07-03,395873.0
2020-07-04,404354.0
2020-07-05,412124.0
2020-07-06,418464.0
2020-07-07,425830.0
2020-07-08,433864.0
2020-07-09,441692.0
2020-07-10,449349.0
2020-07-11,457066.0
2020-07-12,464646.0
2020-07-13,470265.0
2020-07-14,478367.0
2020-07-15,487707.0
2020-07-16,499170.0
2020-07-17,512000.0
2020-07-18,524297.0
2020-07-19,536122.0
2020-07-20,548989.0
2020-07-21,562682.0
2020-07-22,576706.0
2020-07-23,591561.0
2020-07-24,606718.0
2020-07-25,620662.0
2020-07-26,642370.0
2020-07-27,667844.0
2020-07-28,690092.0
2020-07-29,713006.0
2020-07-30,738073.0
2020-07-31,764777.0
2020-08-01,791080.0
2020-08-02,814335.0
2020-08-03,834104.0
2020-08-04,854839.0
2020-08-05,879213.0
2020-08-06,903782.0
2020-08-07,930373.0
2020-08-08,956645.0
2020-08-09,987630.0
2020-08-10,1017234.0
2020-08-11,1058881.0
2020-08-12,1109005.0
2020-08-13,1159822.0
2020-08-14,1211047.0
2020-08-15,1262264.0
2020-08-16,1312824.0
2020-08-17,1358364.0
2020-08-18,1415598.0
2020-08-19,1478629.0
2020-08-20,1547120.0
2020-08-21,1620067.0
2020-08-22,1695325.0
2020-08-23,1756133.0
2020-08-24,1819198.0
2020-08-25,1891775.0
2020-08-26,1969724.0
2020-08-27,2045951.0
2020-08-28,2121751.0
2020-08-29,2195985.0
2020-08-30,2265473.0
2020-08-31,2331836.0
2020-09-01,2409906.0
2020-09-02,2484429.0
2020-09-03,2559916.0
2020-09-04,2635369.0
2020-09-05,2708120.0
2020-09-06,2780681.0
2020-09-07,2853371.0
2020-09-08,2925447.0
2020-09-09,3001383.0
2020-09-10,3073534.0
2020-09-11,3145202.0
2020-09-12,3219983.0
2020-09-13,3288811.0
2020-09-14,3360318.0
2020-09-15,3438500.0
2020-09-16,3523653.0
2020-09-17,3609273.0
2020-09-18,3678350.0
2020-09-19,3739782.0
2020-09-20,3800469.0
2020-09-21,3862366.0
2020-09-22,3924463.0
2020-09-23,3986370.0
2020-09-24,4048274.0
2020-09-25,4110186.0
2020-09-26,4172051.0
2020-09-27,4232408.0
2020-09-28,4293724.0
2020-09-29,4356062.0
2020-09-30,4418028.0
2020-10-01,4474766.0
2020-10-02,4531498.0
2020-10-03,4588563.0
2020-10-04,4645263.0
2020-10-05,4702776.0
2020-10-06,4754655.0
2020-10-07,4806040.0
2020-10-08,4858505.0
2020-10-09,4910167.0
2020-10-10,4961455.0
2020-10-11,5012705.0
2020-10-12,5063684.0
2020-10-13,5114677.0
2020-10-14,5165670.0
2020-10-15,5216885.0
2020-10-16,5269542.0
2020-10-17,5322288.0
2020-10-18,5374249.0
2020-10-19,5426621.0
2020-10-20,5479536.0
2020-10-21,5532522.0
2020-10-22,5585445.0
2020-10-23,5638392.0
2020-10-24,5691372.0
2020-10-25,5742742.0
2020-10-26,5793788.0
2020-10-27,5845715.0
2020-10-28,5897627.0
2020-10-29,5950616.0
2020-10-30,6002273.0
2020-10-31,6053847.0
2020-11-01,6104931.0
2020-11-02,6157811.0
2020-11-03,6210550.0
2020-11-04,6262122.0
2020-11-05,6304418.0
2020-11-06,6365202.0
2020-11-07,6416963.0
2020-11-08,6468154.0
2020-11-09,6519943.0
2020-11-10,6572903.0
2020-11-11,6625876.0
2020-11-12,6680500.0
2020-11-13,6734467.0
2020-11-14,6787440.0
2020-11-15,6837282.0
2020-11-16,6876665.0
2020-11-17,6923993.0
2020-11-18,6978249.0
2020-11-19,7033156.0
2020-11-20,7101057.0
2020-11-21,7171445.0
2020-11-22,7235184.0
2020-11-23,7304705.0
2020-11-24,7389330.0
2020-11-25,7480789.0
2020-11-26,7551609.0
2020-11-27,7620892.0
2020-11-28,7690779.0
2020-11-29,7759739.0
2020-11-30,7825615.0
2020-12-01,7894467.0
2020-12-02,7963653.0
2020-12-03,8033388.0
2020-12-04,8102712.0
2020-12-05,8172380.0
2020-12-06,8241960.0
2020-12-07,8310558.0
2020-12-08,8371433.0
2020-12-09,8432094.0
2020-12-10,8492641.0
2020-12-11,8553164.0
2020-12-12,8613587.0
2020-12-13,8669576.0
2020-12-14,8725383.0
2020-12-15,8780266.0
2020-12-16,8835130.0
2020-12-17,8889965.0
2020-12-18,8944722.0
2020-12-19,8999087.0
2020-12-20,9053781.0
2020-12-21,9108393.0
2020-12-22,9162980.0
2020-12-23,9217823.0
2020-12-24,9273521.0
2020-12-25,9330491.0
2020-12-26,9384030.0
2020-12-27,9437105.0
2020-12-28,9490011.0
2020-12-29,9543400.0
2020-12-30,9598108.0
2020-12-31,9652780.0
2021-01-01,9706300.0
2021-01-02,9759280.0
2021-01-03,9810664.0
2021-01-04,9858659.0
2021-01-05,9906698.0
2021-01-06,9955664.0
2021-01-07,10003606.0
2021-01-08,10053558.0
2021-01-09,10101064.0
2021-01-10,10106573.0
2021-01-11,10151305.0
2021-01-12,10196158.0
2021-01-13,10238845.0
2021-01-14,10276485.0
2021-01-15,10308797.0
2021-01-16,10344324.0
2021-01-17,10379151.0
2021-01-18,10413621.0
2021-01-19,10447816.0
2021-01-20,10483207.0
2021-01-21,10518933.0
2021-01-22,10557027.0
2021-01-23,10557027.0
2021-01-25,10655600.0
2021-01-26,10655600.0
2021-01-27,10655600.0
2021-01-28,10751067.0
2021-01-29,10751067.0
2021-01-30,10813671.0
2021-02-01,10871308.0
2021-02-02,10900068.0
2021-02-03,10933696.0
2021-02-04,10966235.0
2021-02-05,10998755.0
2021-02-06,11030661.0
2021-02-07,11060775.0
2021-02-08,11089177.0
2021-02-09,11120129.0
2021-02-10,11151733.0
2021-02-11,11184241.0
2021-02-12,11216545.0
2021-02-13,11246954.0
2021-02-14,11273012.0
2021-02-15,11301404.0
2021-02-16,11332917.0
2021-02-17,11364444.0
2021-02-18,11395504.0
2021-02-19,11426929.0
2021-02-20,11457831.0
2021-02-21,11486652.0
2021-02-22,11516986.0
2021-02-23,11550722.0
2021-02-24,11586675.0
2021-02-25,11626508.0
2021-02-26,11666635.0
2021-02-27,11706362.0
2021-02-28,11739846.0
2021-03-01,11772956.0
2021-03-02,11812132.0
2021-03-03,11851954.0
2021-03-04,11894510.0
2021-03-05,11937704.0
2021-03-06,11979578.0
2021-03-07,12016996.0
2021-03-08,12054039.0
2021-03-09,12098835.0
2021-03-10,12145245.0
2021-03-11,12187600.0
2021-03-12,12230975.0
2021-03-13,12275445.0
2021-03-14,12321047.0
2021-03-15,12367262.0
2021-03-16,12419088.0
2021-03-17,12477426.0
2021-03-18,12536086.0
2021-03-19,12598997.0
2021-03-20,12661933.0
2021-03-21,12722014.0
2021-03-22,12781096.0
2021-03-23,12849797.0
2021-03-24,12926709.0
2021-03-25,13008414.0
2021-03-26,13096513.0
2021-03-27,13182148.0
2021-03-28,13263977.0
2021-03-29,13334810.0
2021-03-30,13406686.0
2021-03-31,13497177.0
2021-04-01,13598199.0
2021-04-02,13705405.0
2021-04-03,13819989.0
2021-04-04,13932822.0
2021-04-05,14049043.0
2021-04-06,14174426.0
2021-04-07,14298292.0
2021-04-08,14433123.0
2021-04-09,14567455.0
2021-04-10,14716579.0
2021-04-11,14861756.0
2021-04-12,15005034.0
2021-04-13,15154363.0
2021-04-14,15307435.0
2021-04-15,15466550.0
2021-04-16,15627525.0
2021-04-17,15801091.0
2021-04-18,15966802.0
2021-04-19,16125282.0
2021-04-20,16298864.0
2021-04-21,16480875.0
2021-04-22,16670240.0
2021-04-23,16860142.0
2021-04-24,17045176.0
2021-04-25,17213348.0
2021-04-26,17372504.0
2021-04-27,17535696.0
2021-04-28,17709605.0
2021-04-29,17878957.0
2021-04-30,18039956.0
2021-05-01,18190727.0
2021-05-02,18328441.0
2021-05-03,18460323.0
2021-05-04,18601098.0
2021-05-05,18746283.0
2021-05-06,18884876.0
2021-05-07,19023924.0
2021-05-08,19158868.0
2021-05-09,19286299.0
2021-05-10,19422086.0
2021-05-11,19565601.0
2021-05-12,19709259.0
2021-05-13,19849128.0
2021-05-14,19978336.0
2021-05-15,20106656.0
2021-05-16,20230784.0
2021-05-17,20352437.0
2021-05-18,20467101.0
2021-05-19,20557040.0
2021-05-20,20653954.0
2021-05-21,20763702.0
2021-05-22,20870917.0
2021-05-23,20973092.0
2021-05-24,21072692.0
2021-05-25,21170095.0
2021-05-26,21272316.0
2021-05-27,21375281.0
2021-05-28,21478980.0
2021-05-29,21579218.0
2021-05-30,21671123.0
2021-05-31,21759214.0
2021-06-01,21842042.0
2021-06-02,21926442.0
2021-06-03,22009878.0
2021-06-04,22092779.0
2021-06-05,22171235.0
2021-06-06,22244510.0
2021-06-07,22309332.0
2021-06-08,22381707.0
2021-06-09,22455486.0
2021-06-10,22532158.0
2021-06-11,22604931.0
2021-06-12,22673779.0
2021-06-13,22736919.0
2021-06-14,22794305.0
2021-06-15,22854646.0
2021-06-16,22916035.0
2021-06-17,22976730.0
2021-06-18,23036542.0
2021-06-19,23093131.0
2021-06-20,23145712.0
2021-06-21,23192009.0
2021-06-22,23246120.0
2021-06-23,23298784.0
2021-06-24,23359904.0
2021-06-25,23418107.0
2021-06-26,23473720.0
2021-06-27,23526874.0
2021-06-28,23574778.0
2021-06-29,23631617.0
2021-06-30,23690300.0
2021-07-01,23754343.0
2021-07-02,23813162.0
2021-07-03,23873009.0
2021-07-04,23927790.0
2021-07-05,23978744.0
2021-07-06,24033168.0
2020-04-03,1325.0
2020-04-07,2520.0
2020-04-08,2650.0
2020-04-09,2964.0
2020-04-10,3527.0
2020-04-11,3663.0
2020-04-12,3903.0
2020-04-13,4489.0
2020-04-14,5210.0
2020-04-15,7388.0
2020-04-16,8064.0
2020-04-17,8884.0
2020-04-18,10454.0
2020-04-19,12687.0
2020-04-20,13894.0
2020-04-21,14562.0
2020-04-22,15561.0
2020-04-23,17582.0
2020-04-24,18845.0
2020-04-25,20270.0
2020-04-26,21467.0
2020-04-27,22993.0
2020-04-28,24826.0
2020-04-29,26148.0
2020-04-30,28202.0
2020-05-01,30191.0
2020-05-02,31200.0
2020-05-03,35278.0
2020-05-04,38183.0
2020-05-05,40982.0
2020-05-06,43279.0
2020-05-07,46495.0
2020-05-08,49746.0
2020-05-09,53282.0
2020-05-10,56983.0
2020-05-11,59735.0
2020-05-12,62377.0
2020-05-13,65785.0
2020-05-14,69191.0
2020-05-15,72326.0
2020-05-16,75097.0
2020-05-17,78029.0
2020-05-18,80698.0
2020-05-19,82544.0
2020-05-20,83944.0
2020-05-21,88138.0
2020-05-22,91119.0
2020-05-23,94035.0
2020-05-24,97006.0
2020-05-25,99987.0
2020-05-26,102018.0
2020-05-27,104747.0
2020-05-28,108031.0
2020-05-29,110940.0
2020-05-30,114683.0
2020-05-31,118138.0
2020-06-01,121779.0
2020-06-02,124564.0
2020-06-03,127895.0
2020-06-04,132575.0
2020-06-05,137452.0
2020-06-06,141688.0
2020-06-07,145722.0
2020-06-08,150220.0
2020-06-09,153692.0
2020-06-10,158470.0
2020-06-11,162967.0
2020-06-12,167501.0
2020-06-13,171560.0
2020-06-14,185722.0
2020-06-15,189914.0
2020-06-16,193421.0
2020-06-17,197703.0
2020-06-18,202808.0
2020-06-19,207675.0
2020-06-20,212430.0
2020-06-21,217797.0
2020-06-22,222948.0
2020-06-23,226951.0
2020-06-24,231673.0
2020-06-25,236898.0
2020-06-26,241941.0
2020-06-27,247139.0
2020-06-28,252356.0
2020-06-29,260341.0
2020-06-30,264203.0
2020-07-01,269726.0
2020-07-02,277031.0
2020-07-03,288478.0
2020-07-04,298094.0
2020-07-05,307159.0
2020-07-06,315853.0
2020-07-07,323491.0
2020-07-08,332504.0
2020-07-09,342404.0
2020-07-10,352343.0
2020-07-11,363428.0
2020-07-12,372621.0
2020-07-13,381420.0
2020-07-14,388760.0
2020-07-15,400155.0
2020-07-16,409852.0
2020-07-17,424692.0
2020-07-18,436535.0
2020-07-19,447345.0
2020-07-20,457310.0
2020-07-21,467740.0
2020-07-22,477412.0
2020-07-23,490414.0
2020-07-24,505220.0
2020-07-25,536323.0
2020-07-26,549463.0
2020-07-27,559326.0
2020-07-28,570219.0
2020-07-29,582639.0
2020-07-30,600893.0
2020-07-31,612591.0
2020-08-01,628806.0
2020-08-02,646286.0
2020-08-03,657949.0
2020-08-04,671064.0
2020-08-05,683500.0
2020-08-06,697779.0
2020-08-07,713061.0
2020-08-08,730036.0
2020-08-09,744080.0
2020-08-10,753945.0
2020-08-11,771769.0
2020-08-12,786839.0
2020-08-13,801784.0
2020-08-14,817509.0
2020-08-15,830477.0
2020-08-16,844422.0
2020-08-17,854757.0
2020-08-18,867458.0
2020-08-19,889259.0
2020-08-20,910877.0
2020-08-21,926568.0
2020-08-22,944764.0
2020-08-23,964297.0
2020-08-24,983187.0
2020-08-25,1001781.0
2020-08-26,1025524.0
2020-08-27,1051189.0
2020-08-28,1076063.0
2020-08-29,1103832.0
2020-08-30,1130073.0
2020-08-31,1150126.0
2020-09-01,1172778.0
2020-09-02,1195800.0
2020-09-03,1220075.0
2020-09-04,1245640.0
2020-09-05,1268518.0
2020-09-06,1294598.0
2020-09-07,1317045.0
2020-09-08,1334010.0
2020-09-09,1370399.0
2020-09-10,1399628.0
2020-09-11,1431602.0
2020-09-12,1461644.0
2020-09-13,1490034.0
2020-09-14,1514575.0
2020-09-15,1536656.0
2020-09-16,1565646.0
2020-09-17,1594079.0
2020-09-18,1623268.0
2020-09-19,1651482.0
2020-09-20,1681221.0
2020-09-21,1706758.0
2020-09-22,1729974.0
2020-09-23,1758243.0
2020-09-24,1783274.0
2020-09-25,1803327.0
2020-09-26,1827148.0
2020-09-27,1851457.0
2020-09-28,1872894.0
2020-09-29,1893886.0
2020-09-30,1920181.0
2020-10-01,1947071.0
2020-10-02,1973593.0
2020-10-03,1999250.0
2020-10-04,2021267.0
2020-10-05,2040177.0
2020-10-06,2079160.0
2020-10-07,2103722.0
2020-10-08,2130281.0
2020-10-09,2156747.0
2020-10-10,2184243.0
2020-10-11,2207900.0
2020-10-12,2228869.0
2020-10-13,2249349.0
2020-10-14,2273580.0
2020-10-15,2299341.0
2020-10-16,2324943.0
2020-10-17,2350871.0
2020-10-18,2371474.0
2020-10-19,2387906.0
2020-10-20,2406566.0
2020-10-21,2429010.0
2020-10-22,2455407.0
2020-10-23,2480029.0
2020-10-24,2505052.0
2020-10-25,2527343.0
2020-10-26,2543257.0
2020-10-27,2562470.0
2020-10-28,2587171.0
2020-10-29,2611412.0
2020-10-30,2636083.0
2020-10-31,2660556.0
2020-11-01,2680435.0
2020-11-02,2694833.0
2020-11-03,2714652.0
2020-11-04,2738375.0
2020-11-05,2759529.0
2020-11-06,2782656.0
2020-11-07,2809277.0
2020-11-08,2833607.0
2020-11-09,2852300.0
2020-11-10,2875690.0
2020-11-11,2900690.0
2020-11-12,2930335.0
2020-11-13,2956315.0
2020-11-14,2979336.0
2020-11-15,2995118.0
2020-11-16,3005801.0
2020-11-17,3021179.0
2020-11-18,3046661.0
2020-11-19,3074194.0
2020-11-20,3106471.0
2020-11-21,3141508.0
2020-11-22,3175091.0
2020-11-23,3199408.0
2020-11-24,3232433.0
2020-11-25,3269677.0
2020-11-26,3335699.0
2020-11-27,3378052.0
2020-11-28,3413893.0
2020-11-29,3540820.0
2020-11-30,3571541.0
2020-12-01,3601262.0
2020-12-02,3633138.0
2020-12-03,3669876.0
2020-12-04,3707439.0
2020-12-05,3745080.0
2020-12-06,3782619.0
2020-12-07,3806770.0
2020-12-08,3842153.0
2020-12-09,3871079.0
2020-12-10,3902258.0
2020-12-11,3932100.0
2020-12-12,3959888.0
2020-12-13,3993810.0
2020-12-14,4017138.0
2020-12-15,4044900.0
2020-12-16,4078507.0
2020-12-17,4113060.0
2020-12-18,4148399.0
2020-12-19,4182937.0
2020-12-20,4219066.0
2020-12-21,4239771.0
2020-12-22,4274666.0
2020-12-23,4314166.0
2020-12-24,4355778.0
2020-12-25,4389000.0
2020-12-26,4414846.0
2020-12-27,4444824.0
2020-12-28,4463557.0
2020-12-29,4492022.0
2020-12-30,4524498.0
2020-12-31,4554156.0
2021-01-01,4580194.0
2021-01-02,4602577.0
2021-01-03,4626828.0
2021-01-04,4644406.0
2021-01-05,4668127.0
2021-01-06,4692088.0
2021-01-07,4720441.0
2021-01-08,4747220.0
2021-01-09,4775390.0
2021-01-10,4802354.0
2021-01-11,4819866.0
2021-01-12,4842407.0
2021-01-13,4867418.0
2021-01-14,4890330.0
2021-01-15,4909834.0
2021-01-16,4931662.0
2021-01-17,4951524.0
2021-01-18,4964553.0
2021-01-19,4987245.0
2021-01-20,5008791.0
2021-01-21,5021965.0
2021-01-22,5042392.0
2021-01-23,5061345.0
2021-01-24,5077344.0
2021-01-25,5087355.0
2021-01-26,5103035.0
2021-01-27,5112331.0
2021-01-28,5127807.0
2021-01-29,5144281.0
2021-01-30,5159788.0
2021-01-31,5172330.0
2021-02-01,5180620.0
2021-02-02,5196412.0
2021-02-03,5218923.0
2021-02-04,5249249.0
2021-02-05,5275675.0
2021-02-06,5303224.0
2021-02-07,5325170.0
2021-02-08,5337267.0
2021-02-09,5358526.0
2021-02-10,5380061.0
2021-02-11,5401015.0
2021-02-12,5420430.0
2021-02-13,5439747.0
2021-02-14,5454514.0
2021-02-15,5463792.0
2021-02-16,5478753.0
2021-02-17,5489096.0
2021-02-18,5505000.0
2021-02-19,5523274.0
2021-02-20,5540336.0
2021-02-21,5554991.0
2021-02-22,5563749.0
2021-02-23,5578079.0
2021-02-24,5595801.0
2021-02-25,5614807.0
2021-02-26,5636043.0
2021-02-27,5657260.0
2021-02-28,5669984.0
2021-03-01,5678599.0
2021-03-02,5697283.0
2021-03-03,5717809.0
2021-03-04,5739426.0
2021-03-05,5760526.0
2021-03-06,5780031.0
2021-03-07,5796997.0
2021-03-08,5806377.0
2021-03-09,5823948.0
2021-03-10,5845979.0
2021-03-11,5864416.0
2021-03-12,5877255.0
2021-03-13,5895777.0
2021-03-14,5913873.0
2021-03-15,5925266.0
2021-03-16,5942173.0
2021-03-17,5961452.0
2021-03-18,5982315.0
2021-03-19,6005265.0
2021-03-20,6028808.0
2021-03-21,6052876.0
2021-03-22,6066772.0
2021-03-23,6088112.0
2021-03-24,6107247.0
2021-03-25,6134366.0
2021-03-26,6162686.0
2021-03-27,6187507.0
2021-03-28,6211231.0
2021-03-29,6224800.0
2021-03-30,6233290.0
2021-03-31,6256186.0
2021-04-01,6282606.0
2021-04-02,6311734.0
2021-04-03,6342732.0
2021-04-04,6371139.0
2021-04-05,6389802.0
2021-04-06,6422251.0
2021-04-07,6454835.0
2021-04-08,6487798.0
2021-04-09,6524024.0
2021-04-10,6558260.0
2021-04-11,6593116.0
2021-04-12,6618104.0
2021-04-13,6652932.0
2021-04-14,6692475.0
2021-04-15,6723968.0
2021-04-16,6765626.0
2021-04-17,6809613.0
2021-04-18,6853496.0
2021-04-19,6885774.0
2021-04-20,6932530.0
2021-04-21,6978356.0
2021-04-22,7019043.0
2021-04-23,7068195.0
2021-04-24,7117264.0
2021-04-25,7164253.0
2021-04-26,7199776.0
2021-04-27,7246974.0
2021-04-28,7295714.0
2021-04-29,7344419.0
2021-04-30,7394450.0
2021-05-01,7445273.0
2021-05-02,7495503.0
2021-05-03,7544069.0
2021-05-04,7602477.0
2021-05-05,7653930.0
2021-05-06,7706062.0
2021-05-07,7758576.0
2021-05-08,7814131.0
2021-05-09,7869575.0
2021-05-10,7919278.0
2021-05-11,7984152.0
2021-05-12,8052274.0
2021-05-13,8117415.0
2021-05-14,8182327.0
2021-05-15,8238884.0
2021-05-16,8299423.0
2021-05-17,8349357.0
2021-05-18,8409814.0
2021-05-19,8479594.0
2021-05-20,8529816.0
2021-05-21,8585262.0
2021-05-22,8639800.0
2021-05-23,8692082.0
2021-05-24,8737182.0
2021-05-25,8787727.0
2021-05-26,8840489.0
2021-05-27,8884763.0
2021-05-28,8931389.0
2021-05-29,8978383.0
2021-05-30,9020972.0
2021-05-31,9050306.0
2021-06-01,9090941.0
2021-06-02,9133616.0
2021-06-03,9177950.0
2021-06-04,9219033.0
2021-06-05,9260500.0
2021-06-06,9297242.0
2021-06-07,9323986.0
2021-06-08,9357916.0
2021-06-09,9392913.0
2021-06-10,9432102.0
2021-06-11,9471467.0
2021-06-12,9506251.0
2021-06-13,9538624.0
2021-06-14,9562451.0
2021-06-15,9594667.0
2021-06-16,9627222.0
2021-06-17,9657818.0
2021-06-18,9691986.0
2021-06-19,9724617.0
2021-06-20,9753136.0
2021-06-21,9773565.0
2021-06-22,9806083.0
2021-06-23,9836144.0
2021-06-24,9866496.0
2021-06-25,9891746.0
2021-06-26,9921728.0
2021-06-27,9952791.0
2021-06-28,9974316.0
2021-06-29,10006061.0
2021-06-30,10039167.0
2021-07-01,10075025.0
2021-07-02,10106518.0
2021-07-03,10139882.0
2021-07-04,10169292.0
2021-07-05,10191300.0
2021-07-06,10223138.0
2020-04-10,900.0
2020-04-11,900.0
2020-04-12,1113.0
2020-04-13,1210.0
2020-04-14,1311.0
2020-04-15,1426.0
2020-04-16,1604.0
2020-04-17,1992.0
2020-04-18,2207.0
2020-04-19,2553.0
2020-04-20,2892.0
2020-04-21,3341.0
2020-04-22,3700.0
2020-04-23,4020.0
2020-04-24,4328.0
2020-04-25,4623.0
2020-04-26,4901.0
2020-04-27,5106.0
2020-04-28,5391.0
2020-04-29,5772.0
2020-04-30,6133.0
2020-05-01,6472.0
2020-05-02,6836.0
2020-05-03,7185.0
2020-05-04,7430.0
2020-05-05,7893.0
2020-05-06,8491.0
2020-05-07,9005.0
2020-05-08,9522.0
2020-05-09,10208.0
2020-05-10,10791.0
2020-05-11,11267.0
2020-05-12,12224.0
2020-05-13,13190.0
2020-05-14,14256.0
2020-05-15,15557.0
2020-05-16,16534.0
2020-05-17,17417.0
2020-05-18,18224.0
2020-05-19,19645.0
2020-05-20,21147.0
2020-05-21,22641.0
2020-05-22,24246.0
2020-05-23,25905.0
2020-05-24,27288.0
2020-05-25,28346.0
2020-05-26,29379.0
2020-05-27,30852.0
2020-05-28,32449.0
2020-05-29,33979.0
2020-05-30,35668.0
2020-05-31,37168.0
2020-06-01,37897.0
2020-06-02,39620.0
2020-06-03,41351.0
2020-06-04,42703.0
2020-06-05,43688.0
2020-06-06,44509.0
2020-06-07,45888.0
2020-06-08,46416.0
2020-06-09,47655.0
2020-06-10,48922.0
2020-06-11,50222.0
2020-06-12,51420.0
2020-06-13,52737.0
2020-06-14,53946.0
2020-06-15,54484.0
2020-06-16,56106.0
2020-06-17,57479.0
2020-06-18,59214.0
2020-06-19,60814.0
2020-06-20,62580.0
2020-06-21,64338.0
2020-06-22,65189.0
2020-06-23,67020.0
2020-06-24,68899.0
2020-06-25,71078.0
2020-06-26,72688.0
2020-06-27,74764.0
2020-06-28,76556.0
2020-06-29,77384.0
2020-06-30,79499.0
2020-07-01,81516.0
2020-07-02,83553.0
2020-07-03,85116.0
2020-07-04,87019.0
2020-07-05,88459.0
2020-07-06,89305.0
2020-07-07,91175.0
2020-07-08,93018.0
2020-07-09,94720.0
2020-07-10,96268.0
2020-07-11,98367.0
2020-07-12,100315.0
2020-07-13,101200.0
2020-07-14,103521.0
2020-07-15,105734.0
2020-07-16,108157.0
2020-07-17,110585.0
2020-07-18,113129.0
2020-07-19,115298.0
2020-07-20,116795.0
2020-07-21,119220.0
2020-07-22,121688.0
2020-07-23,124683.0
2020-07-24,127555.0
2020-07-25,130253.0
2020-07-26,132703.0
2020-07-27,134606.0
2020-07-28,137251.0
2020-07-29,139955.0
2020-07-30,142618.0
2020-07-31,145154.0
2020-08-01,147997.0
2020-08-02,150186.0
2020-08-03,151574.0
2020-08-04,152958.0
2020-08-05,156104.0
2020-08-06,158537.0
2020-08-07,161232.0
2020-08-08,163395.0
2020-08-09,165496.0
2020-08-10,166469.0
2020-08-11,168843.0
2020-08-12,171538.0
2020-08-13,172985.0
2020-08-14,175666.0
2020-08-15,178075.0
2020-08-16,179024.0
2020-08-17,180357.0
2020-08-18,183224.0
2020-08-19,185707.0
2020-08-20,188344.0
2020-08-21,190476.0
2020-08-22,192580.0
2020-08-23,194380.0
2020-08-24,195581.0
2020-08-25,198010.0
2020-08-26,203825.0
2020-08-27,206308.0
2020-08-28,208609.0
2020-08-29,211028.0
2020-08-30,213104.0
2020-08-31,214182.0
2020-09-01,216608.0
2020-09-02,218920.0
2020-09-03,221268.0
2020-09-04,223383.0
2020-09-05,226268.0
2020-09-06,228691.0
2020-09-07,229966.0
2020-09-08,232712.0
2020-09-09,235624.0
2020-09-10,238427.0
2020-09-11,241745.0
2020-09-12,244213.0
2020-09-13,246579.0
2020-09-14,248437.0
2020-09-15,251569.0
2020-09-16,255031.0
2020-09-17,257378.0
2020-09-18,261117.0
2020-09-19,263580.0
2020-09-20,266012.0
2020-09-21,268015.0
2020-09-22,271449.0
2020-09-23,273805.0
2020-09-24,276833.0
2020-09-25,280048.0
2020-09-26,283642.0
2020-09-27,285451.0
2020-09-28,289165.0
2020-09-29,292895.0
